i,timestamp,Action,Start,End,Benef,Duration
158896,2020-10-30 06:31:00,SELL,13198.66,13300.09112183741,-101.43112183740959,93
158923,2020-10-30 06:58:00,SELL,13201.09,13270.604671274059,-69.51467127405886,65
160156,2020-10-31 03:31:00,SELL,13489.91,13582.261403272549,-92.35140327254885,193
160159,2020-10-31 03:34:00,SELL,13489.1,13576.987750292343,-87.88775029234239,182
160166,2020-10-31 03:41:00,SELL,13480.74,13565.103955293123,-84.36395529312358,168
160495,2020-10-31 09:10:00,BUY,13770.82,13874.882390696966,104.06239069696676,42
161384,2020-10-31 23:59:00,SELL,13740.55,13812.822167615552,-72.27216761555246,4
162761,2020-11-01 22:56:00,SELL,13688.39,13773.103397731118,-84.71339773111868,62
162765,2020-11-01 23:00:00,SELL,13687.01,13767.06887956059,-80.05887956058905,58
162772,2020-11-01 23:07:00,SELL,13679.75,13755.334755052416,-75.58475505241586,47
163366,2020-11-02 09:01:00,SELL,13483.0,13263.974393352892,219.02560664710836,218
163374,2020-11-02 09:09:00,SELL,13473.78,13273.40439901411,200.37560098588983,210
163379,2020-11-02 09:14:00,SELL,13500.01,13355.642420259559,144.36757974044122,166
163388,2020-11-02 09:23:00,SELL,13500.79,13580.499019262283,-79.7090192622818,34
163391,2020-11-02 09:26:00,SELL,13485.84,13576.074243867737,-90.23424386773695,30
163549,2020-11-02 12:04:00,SELL,13387.96,13286.759751959522,101.20024804047716,35
164287,2020-11-03 00:22:00,SELL,13478.47,13557.332410410349,-78.86241041034918,41
